time,rpm,timing_c1,engine_load,speed,maf,throttle,intake_air_temp,o2_sensor_voltage,o2_sensor_voltage2
1349.1,2242,26.0,54.9,101,32.23,24.7,7,0.671,0.373
1350.0,2249,24.0,48.5,101,30.16,23.2,7,0.805,0.445
1350.9,2250,24.4,42.7,102,25.85,20.8,7,0.430,0.448
1351.8,2251,26.0,45.9,103,26.17,21.0,7,0.352,0.456
1352.7,2249,25.3,43.6,103,26.35,21.2,7,0.875,0.500
1353.6,2250,24.0,37.3,103,22.06,20.1,7,0.706,0.489
1354.5,2237,24.4,37.6,103,22.07,18.8,7,0.110,0.405
1355.4,2224,25.0,38.4,101,22.02,18.6,7,0.166,0.406
1356.3,2200,25.0,35.1,100,21.98,18.4,7,0.325,0.410
1357.2,2198,24.8,30.2,99,21.79,18.8,7,0.519,0.423
1358.1,2184,22.0,32.5,100,19.98,18.4,7,0.792,0.455
1359.0,2171,21.6,34.1,100,17.42,17.3,7,0.230,0.515
1359.9,2148,20.5,42.0,98,21.00,17.5,7,0.208,0.569
1360.8,2135,20.5,43.7,98,21.53,17.7,7,0.155,0.610
1361.7,2123,20.5,46.7,97,24.07,19.2,7,0.408,0.625
1362.6,2115,21.5,44.6,97,23.12,19.0,7,0.810,0.660
1363.5,2113,21.5,41.6,96,18.37,16.9,7,0.818,0.603
1364.4,2093,20.5,42.1,96,19.00,17.0,7,0.830,0.480
1365.3,2093,20.5,42.7,96,20.94,18.0,7,0.823,0.517
1366.2,2089,20.8,41.5,96,21.36,18.2,7,0.814,0.585
1367.1,2087,21.1,40.7,95,22.08,18.8,7,0.810,0.545
1368.0,2084,21.5,42.0,96,22.47,18.8,7,0.770,0.535
1368.9,2074,21.9,43.5,96,23.37,18.9,7,0.655,0.475
1369.8,2080,22.5,46.7,95,31.10,25.1,7,0.632,0.430
1370.7,2117,23.1,51.7,95,31.56,25.2,7,0.600,0.325
1371.6,2125,23.6,57.0,95,33.10,25.9,7,0.690,0.306
1372.5,2147,24.0,57.3,97,33.30,26.1,7,0.666,0.280
1373.4,2163,24.6,56.5,97,33.17,26.1,7,0.350,0.280
1374.3,2183,25.5,54.9,98,31.57,23.5,7,0.515,0.307
1375.2,2208,26.1,52.1,98,30.93,23.5,7,0.765,0.375
1376.1,2214,26.4,48.6,99,28.26,23.1,7,0.743,0.373
1377.0,2230,25.5,52.9,100,29.91,23.6,7,0.703,0.370
1377.9,2242,25.8,56.2,102,32.76,24.7,7,0.325,0.370
1378.8,2263,27.0,53.7,103,32.93,24.2,7,0.383,0.370
1379.7,2271,25.9,51.2,103,32.84,23.5,7,0.765,0.375
1380.6,2278,24.0,42.4,104,23.04,21.0,7,0.671,0.362
1381.5,2269,25.5,40.0,104,22.89,19.2,7,0.520,0.330
1382.4,2272,25.4,36.9,104,22.43,19.2,7,0.661,0.346
1383.3,2279,24.0,38.9,104,22.16,19.1,7,0.855,0.385
1384.2,2279,24.0,41.6,105,21.11,18.0,7,0.565,0.420
1385.1,2275,22.8,44.2,105,24.21,19.4,7,0.185,0.500
1386.0,2291,22.2,47.8,104,35.62,27.1,7,0.493,0.452
1386.9,2329,23.0,58.8,105,36.74,27.6,7,0.725,0.399
1387.8,2353,23.8,57.8,105,37.98,28.6,7,0.725,0.380
1388.7,2387,25.5,54.1,107,34.58,26.0,7,0.738,0.393
1389.6,2400,25.1,48.2,107,32.89,23.3,7,0.775,0.490
1390.5,2412,24.5,38.4,108,24.81,20.4,7,0.768,0.505
1391.4,2413,24.8,39.1,109,27.37,21.5,7,0.740,0.535
1392.3,2421,25.8,43.2,111,31.85,25.1,7,0.430,0.496
1393.2,2436,27.5,55.3,109,36.97,26.5,7,0.480,0.459
1394.1,2461,28.0,48.8,110,33.11,26.7,7,0.590,0.435
1395.0,2459,28.6,40.8,113,23.27,23.9,7,0.625,0.484
1395.9,2447,29.0,54.1,112,27.71,24.7,7,0.661,0.565
1396.8,2450,28.8,54.3,110,36.79,27.8,7,0.820,0.539
1397.7,2457,27.5,56.5,111,37.55,28.6,7,0.819,0.506
1398.6,2456,27.3,57.3,111,38.48,30.2,7,0.810,0.560
1399.5,2454,27.0,60.8,112,40.23,31.0,7,0.768,0.553
1400.4,2454,26.8,60.7,112,41.78,32.1,7,0.565,0.480
1401.3,2455,26.5,60.4,111,40.62,29.8,7,0.492,0.480
1402.2,2462,26.0,60.1,112,40.26,29.1,7,0.375,0.480
1403.1,2461,26.0,59.6,113,38.95,23.9,7,0.561,0.527
1404.0,2448,26.6,56.3,112,38.15,24.4,7,0.835,0.645
1404.9,2452,27.1,52.2,111,36.09,27.1,7,0.555,0.638
1405.8,2460,28.0,54.8,112,37.13,27.5,7,0.205,0.625
1406.7,2464,27.9,57.6,113,39.49,29.0,7,0.530,0.587
1407.6,2476,26.5,58.9,113,39.83,29.1,7,0.807,0.530
1408.5,2483,27.4,58.8,113,40.18,29.4,7,0.705,0.524
1409.4,2493,29.0,56.5,113,39.03,28.8,7,0.706,0.515
1410.3,2503,28.3,52.9,113,37.17,27.7,7,0.710,0.495
1411.2,2503,27.5,45.9,114,27.23,19.6,7,0.516,0.511
1412.1,2482,26.5,45.0,113,27.42,19.6,7,0.135,0.565
1413.0,2481,25.8,43.5,112,28.48,21.0,7,0.175,0.545
1413.9,2473,30.5,47.5,112,30.36,22.7,7,0.245,0.505
1414.8,2475,30.0,51.0,112,33.90,25.5,7,0.565,0.450
1415.7,2477,27.5,45.1,113,32.53,24.6,7,0.586,0.385
1416.6,2474,27.0,43.9,113,30.51,22.7,7,0.715,0.408
1417.5,2469,26.0,40.4,112,30.81,23.3,7,0.749,0.407
1418.4,2465,27.7,44.3,112,31.41,24.0,7,0.806,0.375
1419.3,2468,29.1,49.0,112,32.61,24.3,7,0.840,0.386
1420.2,2471,29.5,49.4,114,33.01,24.9,7,0.781,0.405
1421.1,2473,29.1,51.4,114,33.64,25.9,7,0.570,0.470
1422.0,2474,28.5,56.1,114,38.00,26.5,7,0.649,0.471
1422.9,2484,27.8,53.2,114,37.27,27.1,7,0.805,0.475
1423.8,2485,27.0,47.5,112,31.16,26.0,7,0.760,0.467
1424.7,2480,26.7,47.0,112,31.04,24.8,7,0.685,0.445
1425.6,2481,26.9,46.4,113,30.64,23.1,7,0.754,0.428
1426.5,2479,29.5,48.2,113,29.83,22.7,7,0.790,0.400
1427.4,2475,28.4,47.2,113,28.60,21.6,7,0.165,0.383
1428.3,2465,25.0,42.7,113,28.55,21.9,7,0.331,0.365
1429.2,2448,25.0,42.9,112,28.53,22.0,7,0.630,0.345
1430.1,2446,25.0,43.1,111,28.46,22.0,7,0.290,0.359
1431.0,2439,25.0,42.7,110,28.54,22.0,7,0.398,0.379
1431.9,2433,25.2,43.7,110,28.89,22.0,7,0.820,0.435
1432.8,2426,25.5,46.7,111,31.60,23.6,7,0.825,0.450
1433.7,2431,27.7,48.4,111,33.20,25.2,7,0.835,0.495
1434.6,2437,29.2,50.6,111,37.31,27.8,7,0.571,0.479
1435.5,2453,27.0,59.2,111,38.24,28.2,7,0.260,0.450
1436.4,2459,27.3,58.9,110,40.35,29.8,7,0.574,0.443
1437.3,2474,29.0,56.1,112,40.46,29.9,7,0.782,0.437
1438.2,2482,29.4,54.5,112,40.60,30.2,7,0.185,0.550
1439.1,2491,30.0,50.2,112,37.95,28.7,7,0.416,0.555
1440.0,2494,28.7,48.0,112,34.82,26.6,7,0.855,0.570
1440.9,2492,27.7,45.6,112,30.24,22.7,7,0.842,0.585
1441.8,2476,29.5,52.9,113,31.83,23.0,7,0.828,0.610
1442.7,2478,29.3,52.2,114,34.11,23.9,7,0.800,0.568
1443.6,2479,28.5,47.5,112,28.16,23.0,7,0.697,0.525
1444.5,2471,27.7,46.0,112,28.18,21.6,7,0.190,0.530
1445.4,2462,26.0,39.2,111,26.12,20.9,7,0.395,0.528
1446.3,2430,25.8,41.2,111,24.66,20.0,7,0.830,0.520
1447.2,2430,25.5,45.1,112,28.91,22.7,7,0.830,0.488
1448.1,2425,29.5,47.9,111,31.45,24.0,7,0.830,0.420
1449.0,2430,28.9,51.0,109,36.46,28.2,7,0.474,0.396
1449.9,2439,25.5,60.2,111,39.75,30.8,7,0.326,0.362
1450.8,2453,26.8,57.1,112,41.64,35.3,7,0.765,0.260
1451.7,2468,28.5,44.7,112,29.06,25.1,7,0.747,0.325
1452.6,2470,29.5,45.3,112,29.43,24.7,7,0.710,0.560
1453.5,2470,29.4,45.9,113,30.31,23.1,7,0.707,0.570
1454.4,2468,28.5,52.1,112,33.31,24.3,7,0.667,0.585
1455.3,2473,28.8,55.4,111,37.92,27.8,7,0.250,0.555
1456.2,2480,29.5,54.5,113,34.95,25.2,7,0.410,0.560
1457.1,2477,29.5,51.2,112,32.80,23.0,7,0.845,0.595
1458.0,2475,29.0,46.3,111,31.42,24.7,7,0.819,0.589
1458.9,2473,25.5,40.4,112,28.31,23.3,7,0.752,0.580
1459.8,2464,25.8,35.4,113,21.92,19.2,7,0.185,0.534
1460.7,2442,27.0,36.9,111,22.80,19.3,7,0.283,0.485
1461.6,2435,27.6,39.7,111,24.19,19.6,7,0.810,0.430
1462.5,2426,28.5,46.7,111,28.06,21.2,7,0.753,0.438
1463.4,2412,26.5,42.5,110,27.09,21.0,7,0.670,0.455
1464.3,2409,26.3,38.0,109,25.14,20.4,7,0.662,0.435
1465.2,2399,25.0,40.8,109,25.59,20.9,7,0.601,0.410
1466.1,2399,26.1,42.1,109,26.32,22.0,7,0.205,0.387
1467.0,2399,28.5,47.5,109,27.95,22.3,7,0.314,0.367
1467.9,2398,28.7,49.2,109,29.98,22.7,7,0.745,0.350
1468.8,2397,29.0,52.9,108,34.16,25.9,7,0.764,0.350
1469.7,2413,28.7,52.0,109,33.67,25.5,7,0.800,0.350
1470.6,2410,28.3,50.9,110,31.88,23.5,7,0.765,0.348
1471.5,2402,27.5,47.8,110,31.65,23.4,7,0.763,0.345
1472.4,2397,27.7,48.3,110,31.20,23.1,7,0.690,0.396
1473.3,2386,28.5,54.5,110,33.13,24.2,7,0.602,0.444
1474.2,2383,28.1,54.6,110,35.51,26.3,7,0.215,0.425
1475.1,2379,27.5,54.9,109,35.14,25.5,7,0.374,0.422
1476.0,2367,27.5,55.1,108,35.34,24.7,7,0.810,0.410
1476.9,2368,27.3,55.4,107,36.46,26.5,7,0.579,0.412
1477.8,2369,25.5,60.4,107,37.10,27.3,7,0.342,0.415
1478.7,2360,26.1,59.4,107,38.05,26.7,7,0.820,0.347
1479.6,2347,27.5,55.7,106,37.77,27.7,7,0.762,0.299
1480.5,2354,26.3,57.1,106,38.04,29.0,7,0.610,0.295
1481.4,2355,24.5,60.4,107,39.82,28.2,7,0.661,0.307
1482.3,2357,26.0,57.7,107,38.72,28.0,7,0.795,0.360
1483.2,2358,28.0,52.2,107,33.18,24.7,7,0.806,0.389
1484.1,2352,28.0,52.3,107,33.26,24.7,7,0.830,0.495
1485.0,2354,28.0,52.5,107,33.58,25.1,7,0.828,0.487
1485.9,2357,28.5,52.5,107,33.50,25.1,7,0.792,0.470
1486.8,2358,28.5,52.5,108,33.36,25.1,7,0.250,0.444
1487.7,2360,28.5,52.2,108,33.16,24.7,7,0.365,0.423
1488.6,2366,28.7,51.7,108,32.92,24.3,7,0.630,0.415
1489.5,2368,29.0,50.6,108,32.49,24.3,7,0.715,0.425
1490.4,2377,26.9,47.8,108,31.16,23.9,7,0.850,0.450
1491.3,2377,25.1,43.9,108,27.66,22.0,7,0.732,0.439
1492.2,2373,26.5,46.9,108,28.85,22.3,7,0.586,0.420
1493.1,2374,26.3,48.2,109,30.64,23.1,7,0.205,0.411
1494.0,2376,26.0,45.5,108,28.45,22.7,7,0.411,0.409
1494.9,2374,25.4,45.1,108,27.82,22.0,7,0.824,0.420
1495.8,2370,25.2,43.8,109,25.78,19.6,7,0.790,0.418
1496.7,2364,26.0,36.9,108,25.02,19.6,7,0.791,0.416
1497.6,2359,26.0,37.0,108,24.16,19.6,7,0.800,0.465
1498.5,2353,26.0,37.3,107,27.06,20.9,7,0.810,0.464
1499.4,2355,25.5,42.4,107,26.78,21.7,7,0.823,0.460
1500.3,2355,25.7,45.4,107,25.97,20.0,7,0.205,0.451
1501.2,2354,26.5,30.6,107,22.98,19.4,7,0.237,0.440
1502.1,2352,26.5,30.1,107,18.70,18.0,7,0.730,0.418
1503.0,2350,26.5,28.2,107,18.01,17.8,7,0.727,0.407
1503.9,2342,26.3,29.6,107,18.75,17.6,7,0.720,0.450
1504.8,2337,26.0,32.2,106,27.57,20.0,7,0.776,0.472
1505.7,2351,22.0,38.0,106,27.31,21.3,7,0.836,0.510
1506.6,2353,22.9,40.7,106,26.74,20.4,7,0.740,0.575
1507.5,2358,24.5,34.5,108,21.60,19.4,7,0.467,0.533
1508.4,2367,24.5,37.5,108,23.67,19.4,7,0.196,0.445
1509.3,2371,24.4,39.9,107,27.60,21.2,7,0.775,0.460
1510.2,2380,24.0,41.6,108,26.82,21.2,7,0.785,0.475
1511.1,2383,24.1,41.7,108,25.83,21.2,7,0.865,0.520
1512.0,2390,24.5,42.4,108,27.53,21.8,7,0.822,0.521
1512.9,2391,25.2,43.6,108,29.08,22.7,7,0.630,0.540
1513.8,2392,26.5,46.7,109,29.52,22.4,7,0.690,0.532
1514.7,2390,25.8,45.3,109,29.79,22.4,7,0.850,0.500
1515.6,2391,25.0,43.1,109,31.63,23.9,7,0.826,0.493
1516.5,2388,24.5,42.6,109,31.14,23.8,7,0.785,0.470
1517.4,2389,24.7,42.0,109,29.84,23.1,7,0.803,0.465
1518.3,2387,26.5,44.2,109,28.81,22.5,7,0.818,0.455
1519.2,2385,26.3,45.8,109,26.97,20.8,7,0.800,0.489
1520.1,2381,25.5,45.1,108,29.20,21.7,7,0.790,0.508
1521.0,2377,26.5,46.4,108,28.62,22.5,7,0.770,0.480
1521.9,2375,27.5,48.2,108,27.11,23.1,7,0.799,0.478
1522.8,2379,27.0,48.2,108,29.36,23.2,7,0.806,0.475
1523.7,2380,26.6,47.7,107,32.50,23.5,7,0.280,0.508
1524.6,2381,25.0,43.1,109,30.20,22.7,7,0.309,0.545
1525.5,2377,24.9,43.5,109,27.41,21.2,7,0.520,0.555
1526.4,2371,24.5,46.3,109,28.83,21.2,7,0.438,0.553
1527.3,2371,26.0,45.9,108,29.16,21.1,7,0.095,0.530
1528.2,2368,27.9,45.1,107,26.32,20.4,7,0.364,0.506
1529.1,2350,25.0,40.3,107,23.71,19.8,7,0.770,0.455
1530.0,2342,25.2,35.8,107,18.61,18.0,7,0.371,0.417
1530.9,2326,26.0,36.9,106,23.58,19.9,7,0.195,0.374
1531.8,2326,26.8,38.8,106,29.41,23.1,7,0.625,0.360
1532.7,2325,28.5,44.3,105,24.72,20.0,7,0.473,0.395
1533.6,2317,26.6,42.2,105,24.25,19.8,7,0.160,0.535
1534.5,2307,24.6,38.7,106,22.65,18.8,7,0.424,0.541
1535.4,2290,25.5,32.5,105,21.10,18.5,7,0.661,0.545
1536.3,2275,24.5,32.9,104,19.00,18.0,7,0.845,0.415
1537.2,2251,22.0,34.9,103,23.56,19.9,7,0.841,0.424
1538.1,2252,22.3,38.2,103,28.49,22.7,7,0.825,0.590
1539.0,2253,23.0,49.0,103,27.08,22.2,7,0.712,0.583
1539.9,2253,21.2,48.3,103,27.42,21.6,7,0.335,0.525
1540.8,2254,18.5,46.7,102,32.75,23.7,7,0.276,0.505
1541.7,2264,19.4,49.9,102,33.10,25.3,7,0.145,0.415
1542.6,2273,20.5,55.3,102,34.31,23.5,7,0.361,0.400
1543.5,2279,20.0,50.6,103,34.02,23.6,7,0.685,0.360
1544.4,2280,19.6,43.9,105,32.69,24.3,7,0.737,0.348
1545.3,2281,22.5,45.2,104,31.61,24.2,7,0.820,0.320
1546.2,2283,22.5,47.1,103,27.81,22.7,7,0.812,0.316
1547.1,2295,23.8,48.8,104,28.33,22.7,7,0.795,0.305
1548.0,2297,24.7,50.6,105,29.87,22.7,7,0.763,0.305
1548.9,2299,23.0,44.7,104,29.22,22.8,7,0.723,0.305
1549.8,2300,24.1,45.8,104,28.57,23.1,7,0.675,0.302
1550.7,2302,26.5,50.2,104,31.99,23.9,7,0.719,0.299
1551.6,2312,26.5,49.8,104,31.72,23.8,7,0.820,0.295
1552.5,2312,26.5,49.0,104,30.25,23.1,7,0.790,0.300
1553.4,2308,26.0,47.9,105,30.34,23.2,7,0.750,0.310
1554.3,2312,26.0,48.9,106,30.48,23.5,7,0.816,0.332
1555.2,2321,26.0,56.9,105,33.31,24.8,7,0.846,0.358
1556.1,2326,26.7,55.7,105,35.44,26.5,7,0.795,0.400
1557.0,2333,28.0,52.9,106,33.56,23.9,7,0.788,0.404
1557.9,2343,27.2,50.3,106,31.67,23.2,7,0.780,0.415
1558.8,2329,26.6,47.1,107,27.03,20.0,7,0.850,0.429
1559.7,2287,27.0,27.9,106,20.12,18.2,7,0.840,0.429
1560.6,2269,26.8,15.6,105,9.26,14.1,7,0.780,0.215
1561.5,2245,26.5,20.0,102,15.28,15.8,7,0.822,0.217
1562.4,2195,26.8,19.8,102,14.23,16.9,7,0.887,0.225
1563.3,2192,26.0,22.3,103,12.04,16.9,7,0.090,0.251
1564.2,2183,21.5,58.0,99,22.97,21.1,7,0.094,0.281
1565.1,2193,22.0,57.4,99,35.12,28.2,7,0.120,0.400
1566.0,2210,23.5,54.1,100,29.41,25.6,7,0.256,0.413
1566.9,2211,22.9,50.5,100,28.39,22.7,7,0.710,0.520
1567.8,2212,22.0,42.7,100,19.95,22.9,7,0.536,0.494
1568.7,2210,22.5,43.3,100,21.06,22.9,7,0.155,0.390
1569.6,2207,23.1,44.3,101,25.65,20.4,7,0.451,0.372
1570.5,2201,25.0,46.7,101,25.60,20.0,7,0.820,0.340
1571.4,2197,24.8,49.0,100,25.49,18.4,7,0.479,0.364
1572.3,2183,24.0,49.4,99,28.91,20.7,7,0.317,0.385
1573.2,2188,24.0,46.8,99,32.14,24.3,7,0.775,0.335
1574.1,2193,24.2,41.6,100,27.55,21.8,7,0.527,0.341
1575.0,2195,27.0,45.9,100,28.34,20.1,7,0.090,0.355
1575.9,2200,26.9,51.4,101,30.65,23.9,7,0.410,0.357
1576.8,2216,26.0,53.5,100,31.24,23.3,7,0.840,0.360
1577.7,2219,26.0,53.5,99,31.82,22.0,7,0.780,0.383
1578.6,2226,26.0,47.5,101,29.02,22.2,7,0.754,0.410
1579.5,2222,26.0,47.7,101,29.06,22.4,7,0.785,0.450
1580.4,2218,26.0,48.2,100,29.55,22.7,7,0.797,0.440
1581.3,2220,26.2,47.3,100,28.57,22.9,7,0.830,0.370
1582.2,2218,26.3,45.5,101,23.84,20.0,7,0.830,0.383
1583.1,2205,24.0,45.3,101,23.51,19.9,7,0.830,0.410
1584.0,2202,24.1,45.1,101,22.58,19.2,7,0.830,0.404
1584.9,2191,25.0,48.2,100,24.75,20.0,7,0.812,0.395
1585.8,2189,24.7,47.2,99,28.63,22.4,7,0.590,0.378
1586.7,2187,24.0,41.2,100,23.99,20.4,7,0.623,0.360
1587.6,2179,24.6,45.6,101,20.11,17.7,7,0.725,0.335
1588.5,2170,25.5,55.7,99,32.14,25.1,7,0.673,0.372
1589.4,2178,25.0,51.0,99,30.85,24.8,7,0.555,0.520
1590.3,2184,24.6,43.9,99,25.39,20.8,7,0.345,0.468
1591.2,2185,25.5,49.8,99,27.93,21.4,7,0.137,0.380
1592.1,2186,25.3,53.4,99,31.81,23.1,7,0.720,0.354
1593.0,2188,24.5,47.8,100,33.73,25.7,7,0.549,0.323
1593.9,2203,25.6,49.8,100,34.89,28.3,7,0.165,0.285
1594.8,2205,26.6,52.3,100,34.26,25.5,7,0.538,0.327
1595.7,2210,27.0,54.5,100,33.45,24.7,7,0.762,0.379
1596.6,2215,26.0,52.2,100,32.62,23.5,7,0.530,0.435
1597.5,2221,24.5,47.1,100,32.23,24.2,7,0.601,0.441
1598.4,2224,24.5,46.7,100,31.02,24.3,7,0.730,0.455
1599.3,2223,24.8,46.3,101,28.18,22.7,7,0.796,0.432
1600.2,2221,27.0,49.0,101,28.71,22.9,7,0.856,0.400
1601.1,2225,27.0,49.0,101,29.72,23.5,7,0.800,0.400
1602.0,2233,27.0,49.8,101,30.15,23.5,7,0.805,0.400
1602.9,2235,27.0,50.7,101,31.04,23.6,7,0.830,0.405
1603.8,2239,27.0,53.7,102,35.40,27.1,7,0.631,0.417
1604.7,2264,26.0,55.9,102,35.81,27.2,7,0.230,0.460
1605.6,2267,25.0,60.0,103,38.41,29.0,7,0.204,0.446
1606.5,2296,23.5,60.2,103,38.44,28.9,7,0.155,0.400
1607.4,2301,23.7,60.4,104,38.53,27.5,7,0.445,0.403
1608.3,2321,25.5,58.2,105,37.79,27.4,7,0.824,0.410
1609.2,2328,25.8,55.8,106,35.96,27.1,7,0.785,0.479
1610.1,2340,26.5,53.7,105,34.40,26.2,7,0.683,0.540
1611.0,2344,26.9,53.3,105,33.28,25.1,7,0.375,0.540
1611.9,2350,27.5,52.5,106,33.18,25.1,7,0.453,0.535
1612.8,2361,27.5,52.4,107,33.15,25.1,7,0.595,0.520
1613.7,2364,27.5,52.2,108,32.92,24.3,7,0.691,0.524
1614.6,2382,25.0,57.6,108,34.88,25.2,7,0.830,0.535
1615.5,2394,24.6,63.4,109,42.50,33.7,7,0.451,0.424
1616.4,2428,22.5,62.4,110,42.66,33.4,7,0.229,0.266
1617.3,2445,22.8,62.5,110,42.86,32.9,7,0.680,0.305
1618.2,2469,23.5,63.1,113,43.46,33.5,7,0.704,0.333
1619.1,2488,23.7,63.0,113,43.58,34.1,7,0.775,0.520
1620.0,2509,24.0,62.7,113,44.23,34.5,7,0.736,0.523
1620.9,2547,24.5,62.0,114,43.96,34.5,7,0.670,0.530
1621.8,2556,24.9,61.2,116,43.15,31.8,7,0.774,0.539
1622.7,2576,27.0,52.2,117,39.36,29.2,7,0.852,0.568
1623.6,2575,25.9,49.5,117,34.54,24.8,7,0.840,0.690
1624.5,2573,24.0,42.4,117,28.62,20.0,7,0.614,0.685
1625.4,2550,25.5,38.3,117,27.84,20.0,7,0.115,0.665
1626.3,2551,27.5,29.4,118,19.86,18.4,7,0.115,0.655
1627.2,2510,27.7,29.3,117,19.91,18.4,7,0.115,0.610
1628.1,2506,28.0,29.0,115,20.18,18.4,7,0.415,0.606
1629.0,2471,27.5,30.1,114,20.29,18.4,7,0.845,0.595
1629.9,2464,27.5,31.4,112,20.60,18.4,8,0.832,0.605
1630.8,2434,27.5,27.4,112,18.84,18.2,8,0.820,0.620
1631.7,2418,26.6,27.1,112,16.97,17.6,8,0.825,0.623
1632.6,2393,24.5,32.9,110,32.43,21.9,8,0.836,0.631
1633.5,2396,24.7,38.1,109,32.63,26.2,8,0.865,0.670
1634.4,2397,25.1,47.5,108,33.38,24.7,8,0.836,0.678
1635.3,2386,27.0,36.2,108,27.11,22.6,8,0.770,0.690
1636.2,2373,26.9,26.9,108,17.03,17.6,8,0.210,0.488
1637.1,2343,26.5,28.2,107,20.41,19.0,8,0.291,0.267
1638.0,2334,24.9,30.7,107,24.53,21.6,8,0.870,0.360
1638.9,2324,22.0,39.6,107,24.63,20.9,8,0.865,0.428
1639.8,2326,24.7,45.0,107,24.66,20.2,8,0.855,0.685
1640.7,2320,27.2,51.8,106,24.59,19.2,8,0.522,0.683
1641.6,2299,28.5,30.5,105,19.19,18.1,8,0.207,0.680
1642.5,2281,28.2,16.8,105,10.40,14.9,8,0.235,0.511
1643.4,2249,27.5,16.5,103,10.14,14.7,8,0.398,0.373
1644.3,2203,26.0,14.3,103,9.19,14.1,8,0.648,0.295
1645.2,2180,24.9,12.2,102,7.21,12.9,8,0.775,0.233
1646.1,2130,24.5,12.2,99,7.18,12.9,8,0.680,0.167
1647.0,2101,24.3,12.3,98,7.16,12.9,8,0.095,0.125
1647.9,2064,24.0,12.5,95,7.17,10.6,8,0.087,0.121
1648.8,1988,20.9,11.0,94,6.79,10.6,8,0.065,0.105
1649.7,1984,17.0,8.2,92,5.12,10.6,8,0.041,0.083
1650.6,1883,16.5,9.1,91,5.15,10.6,8,0.000,0.015
1651.5,1840,15.9,10.2,88,5.21,10.6,8,0.000,0.011
1652.4,1714,15.0,11.4,85,5.20,10.6,8,0.000,0.005
1653.3,1644,14.5,11.9,80,5.18,10.6,8,0.000,0.002
1654.2,1542,13.0,14.9,73,4.80,10.6,8,0.122,0.001
1655.1,1715,13.9,13.0,72,4.78,10.6,8,0.485,0.005
1656.0,1692,15.0,9.4,67,4.58,10.6,8,0.301,0.004
1656.9,1511,13.0,11.1,64,4.74,10.6,8,0.000,0.000
1657.8,1469,12.9,12.9,58,5.14,10.6,8,0.000,0.000
1658.7,1344,12.0,14.1,55,5.16,10.6,8,0.000,0.000
1659.6,1241,11.4,15.0,52,5.15,10.6,8,0.000,0.000
1660.5,1093,10.5,17.6,46,4.53,10.6,8,0.000,0.000
1661.4,860,9.5,17.8,42,4.49,10.6,8,0.000,0.000
1662.3,870,9.7,18.0,33,4.33,10.6,8,0.451,0.022
1663.2,895,10.5,17.6,29,4.31,10.6,8,0.857,0.050
1664.1,895,11.3,18.3,26,4.29,10.6,8,0.825,0.064
1665.0,898,13.5,22.0,23,5.33,11.6,8,0.654,0.095
1665.9,1326,16.4,23.4,23,6.82,12.9,8,0.085,0.215
1666.8,1330,19.9,26.3,21,12.46,15.3,8,0.348,0.175
1667.7,1364,14.5,30.6,21,12.30,15.2,8,0.710,0.090
1668.6,1379,15.1,35.3,21,11.92,14.9,8,0.689,0.092
1669.5,1429,20.0,30.4,22,9.86,14.2,8,0.665,0.095
1670.4,1419,20.0,25.4,23,5.69,11.8,8,0.787,0.097
1671.3,1388,20.0,18.0,24,6.43,12.2,8,0.873,0.131
1672.2,1381,20.0,18.7,24,7.64,13.3,8,0.830,0.615
1673.1,1371,20.0,22.0,23,9.57,14.1,8,0.794,0.611
1674.0,1404,18.7,24.3,23,11.47,15.3,8,0.700,0.590
1674.9,1438,16.5,30.2,24,11.36,15.1,8,0.744,0.577
1675.8,1482,18.6,26.3,24,11.00,14.9,8,0.840,0.525
1676.7,1503,21.0,18.8,26,7.62,13.3,8,0.818,0.548
1677.6,1463,20.5,18.2,25,7.39,13.2,8,0.790,0.590
1678.5,1450,20.5,17.6,24,6.94,12.9,8,0.818,0.597
1679.4,1410,20.5,17.8,24,6.99,12.9,8,0.824,0.605
1680.3,1397,20.5,18.2,24,7.07,12.9,8,0.710,0.616
1681.2,1378,20.5,18.8,23,7.11,12.9,8,0.743,0.628
1682.1,1357,20.3,18.7,23,7.10,12.9,8,0.850,0.650
1683.0,1357,20.0,18.4,23,6.80,12.5,8,0.841,0.652
1683.9,1330,20.0,16.9,23,6.62,12.5,8,0.820,0.660
1684.8,1305,20.0,14.1,22,5.79,12.2,8,0.632,0.654
1685.7,1275,20.0,15.5,22,5.80,12.2,8,0.360,0.640
1686.6,1269,20.0,16.9,22,5.84,12.2,8,0.548,0.634
1687.5,1244,20.0,17.3,22,5.85,12.2,8,0.647,0.625
1688.4,1243,20.0,17.3,21,5.87,12.2,8,0.115,0.583
1689.3,1241,20.0,17.3,21,5.80,11.8,8,0.115,0.535
1690.2,1222,18.7,16.8,21,5.70,11.0,8,0.120,0.433
1691.1,1183,14.0,13.7,21,4.39,10.8,8,0.101,0.322
1692.0,1130,13.6,14.1,20,4.40,10.6,8,0.045,0.190
1692.9,1051,13.0,14.9,19,4.42,10.6,8,0.107,0.170
1693.8,879,12.5,17.7,18,4.64,10.6,8,0.177,0.135
1694.7,912,11.8,19.6,16,5.04,10.6,8,0.210,0.128
1695.6,980,9.5,16.9,10,4.71,10.6,8,0.328,0.120
1696.5,955,10.1,17.0,9,4.37,10.6,8,0.745,0.115
